"","c1_HuAgeGBsplitRnaseq_605....NPCbyNSC__"
"1","ABCA8"
"2","CD200"
"3","GAL3ST1"
"4","GFRA2"
"5","INSC"
"6","LEF1"
"7","LGI4"
"8","MRAS"
"9","PALM"
"10","PKP3"
"11","RHEBL1"
"12","RNF165"
"13","SERPINE2"
"14","SLC49A3"
"15","TMEM159"
"16","TMEM47"
"17","TRAM1L1"
"18","TUSC3"
"19","YAP1"
"20","ZNF536"
