"","c1_HuAgeGBsplitRnaseq_456....NPCbyNSC__"
"1","ANKLE2"
"2","BCL7A"
"3","C12orf43"
"4","CCDC92"
"5","CDK2AP1"
"6","DDX55"
"7","DTX1"
"8","FBRSL1"
"9","FBXO21"
"10","HIP1R"
"11","KIAA1755"
"12","KIF21A"
"13","LRP8"
"14","POP5"
"15","PUS1"
"16","RNF34"
"17","RSRC2"
"18","ULK1"
"19","VPS37B"
"20","WSB2"
