"","c1_HuAgeGBsplitRnaseq_254....NSCbyNPC__"
"1","ABHD12"
"2","AHCY"
"3","BMP2"
"4","C20orf27"
"5","CDC25B"
"6","CWF19L2"
"7","FAM167B"
"8","FAM210B"
"9","MAPRE1"
"10","MAVS"
"11","MCM8"
"12","NOP56"
"13","NXT1"
"14","PCNA"
"15","PRR32"
"16","RASSF2"
"17","RBCK1"
"18","RIN2"
"19","SEC23B"
"20","SNRPB"
"21","SNX5"
"22","TIGD3"
"23","TMEM230"
"24","TOP1"
