"","c1_HuAgeGBsplitRnaseq_1513....QGBCbyPGBC__"
"1","AC005476.2"
"2","AC010531.1"
"3","AC026585.1"
"4","AC068389.1"
"5","AL121768.1"
"6","AL606491.1"
"7","ANK1"
"8","ARHGAP4"
"9","BAIAP3"
"10","BTG1"
"11","CCDC88B"
"12","ELL"
"13","GMIP"
"14","GPAT3"
"15","GPRIN3"
"16","INHBB"
"17","ITPR1"
"18","LAMC2"
"19","LRCH1"
"20","MFSD4A"
"21","MMP24OS"
"22","MTND4P9"
"23","P2RX4"
"24","PPARGC1B"
"25","PTK2B"
"26","RTN4R"
"27","SPTB"
"28","TMEM51"
"29","TRMT9B"
