"","c1_HuAgeGBsplitRnaseq_31....NSCbyNPC__"
"1","ARHGDIG"
"2","CAMK2A"
"3","CCK"
"4","CCL24"
"5","DNASE1L3"
"6","DUSP22"
"7","FAM163B"
"8","GABRA1"
"9","HPS1"
"10","KCNAB2"
"11","MAN1A2"
"12","NEURL1"
"13","NPTX2"
"14","NRAP"
"15","PENK"
"16","PYROXD2"
"17","RASGRP2"
"18","RIMS3"
"19","SLC17A7"
"20","SOX3"
"21","SST"
"22","SYT4"
"23","TUBA4A"
