"","c1_HuAgeGBsplitRnaseq_586....NSCbyNPC__"
"1","ARHGAP4"
"2","ARHGAP9"
"3","ATP2B1"
"4","CLEC4M"
"5","CMTM7"
"6","DISP3"
"7","ELL"
"8","EPHA1"
"9","FAM72B"
"10","GPRC5C"
"11","IL16"
"12","INHBB"
"13","ITGA4"
"14","KLHL3"
"15","LINGO4"
"16","ORC2"
"17","P2RX4"
"18","PDE1A"
"19","RAPGEF6"
"20","RGS7BP"
"21","SLC36A1"
"22","SRGAP2C"
"23","STARD5"
"24","TPM4"
"25","ZNF217"
