"","c1_HuAgeGBsplitRnaseq_161....NPCbyNSC__"
"1","ARL8B"
"2","BTD"
"3","CCDC174"
"4","CLASP2"
"5","CRBN"
"6","CRELD1"
"7","DPH3"
"8","DYNC1LI1"
"9","HACL1"
"10","LRRFIP2"
"11","NKIRAS1"
"12","PLCD1"
"13","POMGNT2"
"14","PRRT3"
"15","RAF1"
"16","SEC13"
"17","SH3BP5"
"18","SLC25A38"
"19","SLC6A1"
"20","SRGAP3"
"21","TATDN2"
"22","TOP2B"
"23","TRAK1"
"24","TRNT1"
"25","TTLL3"
"26","UBE2E1"
"27","UBE2E2"
"28","VHL"
"29","ZBTB47"
