"","c1_HuAgeGBsplitRnaseq_156....QNPbyTAP__"
"1","ARF1"
"2","ATL3"
"3","C1orf198"
"4","C1orf35"
"5","C1orf74"
"6","COQ10B"
"7","GALNT2"
"8","GUK1"
"9","H3F3A"
"10","IBA57"
"11","MRPL55"
"12","MVP"
"13","OAF"
"14","RAB3D"
"15","SNAP47"
"16","SPRTN"
"17","TAPBP"
"18","TMEM206"
"19","TRIM11"
"20","TRIM17"
"21","TUBB2A"
"22","ZNF496"
