"","c1_HuAgeGBsplitRnaseq_764....NSCbyNPC__"
"1","AIF1L"
"2","CDK5RAP2"
"3","DDX31"
"4","EXOSC2"
"5","FPGS"
"6","GAPVD1"
"7","GLE1"
"8","GOLM1"
"9","GTF3C4"
"10","INIP"
"11","MAN1B1"
"12","MAOA"
"13","NAT1"
"14","NOTCH1"
"15","NUP214"
"16","ODF2"
"17","PHF19"
"18","PSMD5"
"19","SEC16A"
"20","SLC31A1"
"21","SNX30"
"22","SURF6"
"23","TBC1D13"
"24","TMEM268"
"25","TRAF2"
