"","c1_HuAgeGBsplitRnaseq_440....NSCbyNPC__"
"1","CCDC25"
"2","CDK6"
"3","CDKN1C"
"4","CENPP"
"5","EPHB2"
"6","EPOR"
"7","GNG12"
"8","HLA-DMA"
"9","HPN"
"10","KITLG"
"11","LACC1"
"12","RAD51B"
"13","RGL3"
"14","RHOQ"
"15","SEMA4A"
"16","SLC35D2"
"17","SLC9A9"
"18","SLFN12"
"19","SLFN13"
"20","SMC6"
"21","SPATA1"
"22","TESK2"
"23","TJAP1"
"24","TPD52"
"25","TRIM59"
"26","ZCCHC24"
"27","ZDHHC9"
