"","c1_HuAgeGBsplitRnaseq_30....PGBCbyQGBC__"
"157","MANEA"
"158","MAP3K7"
"159","MAP7D1"
"160","MARCKS"
"161","MCM9"
"162","MCUR1"
"163","MED23"
"164","MED4"
"165","MEX3A"
"166","MFN2"
"167","MICU2"
"168","MIR17HG"
"169","MIR621"
"170","MMP23B"
"171","MMS22L"
"172","MOSPD2"
"173","MRPL18"
"174","MRPL20"
"175","MRPL57"
"176","MRPS18A"
"177","MRTO4"
"178","MTMR6"
"179","MTO1"
"180","MTOR"
"181","MTRF1"
"182","MTRF1L"
"183","MYSM1"
"184","MZT1"
"185","NAB1"
"186","NABP1"
"187","NADK"
"188","NDFIP2"
"189","NDUFAF4"
"190","NECAP2"
"191","NEK3"
"192","NFYC-AS1"
"193","NOC2L"
"194","NOL7"
"195","NOL9"
"196","NRDC"
"197","NT5E"
"198","NUDT15"
"199","NUFIP1"
"200","NUP43"
"201","NUP58"
"202","NUS1"
"203","ORC3"
"204","OSTM1"
"205","PARK7"
"206","PCDH17"
"207","PCMT1"
"208","PDCD2"
"209","PDGFD"
"210","PDS5B"
"211","PEF1"
"212","PEX10"
"213","PEX14"
"214","PEX3"
"215","PEX7"
"216","PGD"
"217","PGM3"
"218","PHF10"
"219","PHF13"
"220","PIBF1"
"221","PITHD1"
"222","PLOD1"
"223","PM20D2"
"224","PNRC1"
"225","POMP"
"226","PPIAP77"
"227","PPIE"
"228","PPIL4"
"229","PPT2-EGFL8"
"230","PQLC2"
"231","PREP"
"232","PRPF4B"
"233","PRSS35"
"234","PSMB1"
"235","PSPC1"
"236","PUSL1"
"237","QRSL1"
"238","RALY-AS1"
"239","RARS2"
"240","RBM26"
"241","RER1"
"242","RFC3"
"243","RFXAP"
"244","RGS17"
"245","RMND1"
"246","RN7SL585P"
"247","RNASEH2B"
"248","RNF219"
"249","RNF6"
"250","RNGTT"
"251","RNY3P16"
"252","RNY3P8"
"253","RPE"
"254","RPF2"
"255","RPL22L1"
"256","RPS18P9"
"257","RTN4IP1"
"258","RWDD1"
"259","RWDD2A"
"260","SAP18"
"261","SBK1"
"262","SCAF8"
"263","SDF4"
"264","SEC63"
"265","SELENOT"
"266","SENP6"
"267","SERAC1"
"268","SERINC1"
"269","SERP2"
"270","SERPINE3"
"271","SF3B5"
"272","SFT2D1"
"273","SH3BGRL2"
"274","SLC25A15"
"275","SLC25A33"
"276","SLC25A43"
"277","SLC35A1"
"278","SLC35D1"
"279","SLC35E2B"
"280","SLC46A3"
"281","SLITRK1"
"282","SMAD9"
"283","SNRNP25"
"284","SNRNP40"
"285","SNX14"
"286","SNX16"
"287","SNX3"
"288","SPART"
"289","SREK1"
"290","SRM"
"291","SRSF11"
"292","SRSF12"
"293","SSU72"
"294","STARD13"
"295","STK24"
"296","STK24-AS1"
"297","SUB1P1"
"298","SUCLA2"
"299","SYNCRIP"
"300","TAB2"
"301","TBP"
"302","TBPL1"
"303","TCP1"
"304","TDP2"
"305","TEX30"
"306","TFB1M"
"307","THBS2"
"308","THSD1"
"309","TM9SF2"
"310","TMEM201"
"311","TMEM242"
"312","TMEM255A"
"313","TMEM30A"
"314","TMSB4X"
"315","TNFRSF19"
"316","TP73-AS1"
"317","TPM3"
"318","TPP2"
"319","TRAM2-AS1"
"320","TSC22D2"
"321","TSR2"
"322","TSTD3"
"323","UBAC2"
"324","UBE2J1"
"325","UBE2J2"
"326","UBIAD1"
"327","UFL1"
"328","UGGT2"
"329","UTP14C"
"330","VAMP3"
"331","VPS36"
"332","VSTM2L"
"333","VTA1"
"334","WASF1"
"335","WDR92"
"336","XPO4"
"337","Z99129.4"
"338","ZBTB2"
"339","ZBTB24"
"340","ZC3H13"
"341","ZDHHC20"
"342","ZNF292"
"343","ZNF449"
"344","ZNHIT6"
"345","ZRANB2"
