"","c1_HuAgeGBsplitRnaseq_681....QGBObyPGBO__"
"1","AC007622.1"
"2","AC087623.3"
"3","AL353719.1"
"4","AL513497.1"
"5","ALG1L9P"
"6","ARL3"
"7","ATP5MD"
"8","AVPI1"
"9","CUEDC2"
"10","FBXL15"
"11","FRAT1"
"12","GSTO1"
"13","HPS6"
"14","KCNIP2"
"15","KCNIP2-AS1"
"16","LDB1"
"17","MRPL43"
"18","NPM3"
"19","NUDT9P1"
"20","PCGF5"
"21","PGAM1"
"22","RCC1"
"23","SPSB4"
"24","UBL5"
