"","c1_HuAgeGBsplitRnaseq_181....NPCbyNSC__"
"1","ACADM"
"2","BSDC1"
"3","C1orf109"
"4","EBNA1BP2"
"5","EIF2B3"
"6","FABP3"
"7","GPN2"
"8","MAGOH"
"9","MYCL"
"10","POMGNT1"
"11","RTN1"
"12","SELENOF"
"13","SYF2"
"14","TM2D1"
"15","TMEM222"
"16","TMEM39B"
"17","TMEM50A"
"18","TMEM59"
"19","TRAPPC3"
"20","TRIT1"
"21","USP48"
"22","YRDC"
"23","ZNF691"
