"","c1_HuAgeGBsplitRnaseq_99....QGBObyPGBO__"
"1","AC015983.1"
"2","AC073314.1"
"3","AC091133.2"
"4","AC092724.1"
"5","AC102953.1"
"6","AC135178.6"
"7","AKAP8P1"
"8","AL021997.1"
"9","AL024474.1"
"10","AP003499.2"
"11","MIR1299"
"12","MTATP6P17"
"13","PRELID3BP7"
"14","RN7SL790P"
"15","RNU6-1328P"
"16","RPL7P44"
