"","c1_HuAgeGBsplitRnaseq_163....NSCbyNPC__"
"1","ARHGAP4"
"2","ARHGAP9"
"3","ATP2B1"
"4","CLEC4M"
"5","CMTM7"
"6","CTSH"
"7","DISP3"
"8","ELL"
"9","EPHA1"
"10","FAM72B"
"11","FOSL2"
"12","GPRC5C"
"13","IL16"
"14","INHBB"
"15","ITGA4"
"16","KLHL3"
"17","LINGO4"
"18","NFKBIE"
"19","ORC2"
"20","P2RX4"
"21","PDE1A"
"22","RAPGEF6"
"23","RGS7BP"
"24","SLC36A1"
"25","SRGAP2C"
"26","STARD5"
"27","TPM4"
"28","ZNF217"
