"","c1_HuAgeGBsplitRnaseq_192....QGBCbyPGBC__"
"1","AC002310.2"
"2","AC022762.2"
"3","AC136475.3"
"4","AL158211.3"
"5","AL353807.4"
"6","ARNTL"
"7","B4GALNT4"
"8","C11orf42"
"9","CDHR5"
"10","CETN4P"
"11","DRD4"
"12","DUSP8"
"13","KRTAP5-10"
"14","KRTAP5-AS1"
"15","LINC01219"
"16","LMNTD2"
"17","LRRC56"
"18","MRPL23-AS1"
"19","NAV2"
"20","PROX1-AS1"
"21","SCT"
"22","SIGIRR"
"23","TRIM66"
"24","U91328.1"
