"","c1_HuAgeGBsplitRnaseq_1590....NSCbyNPC__"
"1","ALDH18A1"
"2","BTAF1"
"3","CWF19L1"
"4","DNMBP"
"5","ENTPD7"
"6","ERLIN1"
"7","EXOC6"
"8","FRA10AC1"
"9","FRAT1"
"10","GBF1"
"11","HELLS"
"12","MARVELD1"
"13","MMS19"
"14","NCOA4"
"15","NOLC1"
"16","NPM3"
"17","PCGF5"
"18","POLR3A"
"19","PPRC1"
"20","R3HCC1L"
"21","RCC1"
"22","RCC2"
"23","RRP12"
"24","SLC35G1"
"25","STBD1"
"26","UBTD1"
"27","WAPL"
"28","WASHC2A"
"29","ZFAND4"
