"","c1_HuAgeGBsplitRnaseq_528....NPCbyNSC__"
"1","ABLIM2"
"2","AHCYL1"
"3","ALDH1L1"
"4","ANXA2"
"5","ASIC1"
"6","CAPN9"
"7","CAVIN1"
"8","CDIP1"
"9","CLDN3"
"10","DNASE1"
"11","GPR182"
"12","HDHD3"
"13","ID1"
"14","ID2"
"15","ID3"
"16","LRRC10B"
"17","LSAMP"
"18","MTERF1"
"19","NLGN1"
"20","RAB11FIP4"
"21","RAB33B"
"22","S100A14"
"23","SLC35G2"
"24","SLITRK3"
"25","TMC4"
"26","TSPYL5"
"27","UBXN4"
"28","ZBTB21"
"29","ZFYVE9"
"30","ZNF428"
