"","c1_HuAgeGBsplitRnaseq_9....NSCbyNPC__"
"1","ATPAF1"
"2","CD55"
"3","CDK4"
"4","CLEC10A"
"5","DERA"
"6","DRAM1"
"7","EPS8"
"8","ETV6"
"9","FANCL"
"10","GDF3"
"11","LPXN"
"12","MAGEB6B"
"13","NEDD1"
"14","NUP37"
"15","PARPBP"
"16","PTPRO"
"17","SMIM22"
"18","STRAP"
"19","TIFAB"
"20","TMEM69"
"21","VRK2"
"22","XCR1"
