"","c1_HuAgeGBsplitRnaseq_36....QNPbyTAP__"
"1","ABHD11"
"2","APLP1"
"3","ARSA"
"4","CCDC157"
"5","CERK"
"6","CIART"
"7","COMT"
"8","CYB5R3"
"9","DBP"
"10","DENND6B"
"11","GAS2L1"
"12","HDAC5"
"13","JOSD1"
"14","LMF2"
"15","MAFF"
"16","MCAT"
"17","NAGA"
"18","NPTXR"
"19","NR1D1"
"20","NUDT16"
"21","PSD"
"22","RANBP1"
"23","RUNDC3A"
"24","SBF1"
"25","SCARF2"
"26","SF3A1"
"27","SMARCE1"
"28","SNU13"
"29","SUN2"
"30","TMEM184B"
"31","TOM1"
"32","TST"
"33","TUBGCP6"
"34","UQCR10"
