"","c1_HuAgeGBsplitRnaseq_39....PGBObyQGBO__"
"1","AC008608.2"
"2","AC010245.2"
"3","AC010491.1"
"4","AC104118.1"
"5","AL359715.2"
"6","AL359715.4"
"7","ARRDC3"
"8","CHD1"
"9","F2RL1"
"10","LPP-AS2"
"11","LYSMD3"
"12","MIER3"
"13","MOSMO"
"14","PAPD4"
"15","PCDHB15"
"16","SLC26A2"
"17","TRIM23"
"18","WDR36"
"19","YTHDC2"
