"","c1_HuAgeGBsplitRnaseq_80....QGBCbyPGBC__"
"1","AC002064.1"
"2","AC004817.3"
"3","AC004836.1"
"4","AC007688.1"
"5","AC016722.3"
"6","AC020917.3"
"7","AC074338.1"
"8","ACTG1P15"
"9","AL356488.1"
"10","AP002364.1"
"11","ATXN7L1"
"12","CDHR3"
"13","GAS2L1P2"
"14","IQCN"
"15","LINC02265"
"16","PPIAP32"
"17","RNU6-598P"
"18","ROCR"
"19","RPL32P3"
"20","TMEM256-PLSCR3"
"21","YJEFN3"
