"","c1_HuAgeGBsplitRnaseq_9....PGBObyQGBO__"
"1","AC069213.3"
"2","AC073342.3"
"3","AC091953.2"
"4","AC099552.4"
"5","AC136632.2"
"6","AGAP2"
"7","AL121723.1"
"8","AL359263.1"
"9","CD207"
"10","CFL1P2"
"11","CLIC4P3"
"12","DCST2"
"13","EPS8"
"14","HYAL1"
"15","KRT18"
"16","KRT8"
"17","LPXN"
"18","OSMR"
"19","RNA5SP490"
"20","RPL34P6"
"21","RPL41P1"
"22","SEPHS1P4"
"23","SLC16A6P1"
"24","Z69890.1"
