"","c1_HuAgeGBsplitRnaseq_66....QGBCbyPGBC__"
"1","AC007224.2"
"2","AC073111.5"
"3","AC092681.3"
"4","AC093458.2"
"5","AC126915.2"
"6","AL022334.2"
"7","AL670729.3"
"8","AP000787.2"
"9","ATP6V0E2-AS1"
"10","BUD13P1"
"11","CCDC93"
"12","DMTN"
"13","HAPLN3"
"14","KRBA1"
"15","LINC00648"
"16","NSUN5"
"17","SASH1"
"18","SLC25A41"
"19","USP54"
"20","ZNF746"
"21","ZNF767P"
"22","ZNF862"
