"","c1_HuAgeGBsplitRnaseq_85....QNPbyTAP__"
"1","ACE"
"2","ACSL5"
"3","AFAP1L2"
"4","COL6A2"
"5","CST3"
"6","CYP1B1"
"7","DOK4"
"8","FOXC1"
"9","GALNT18"
"10","HEG1"
"11","HHEX"
"12","HIGD1B"
"13","HRC"
"14","HRCT1"
"15","HSPB6"
"16","IGFBP3"
"17","IL4R"
"18","IZUMO1"
"19","KDELR3"
"20","KLF6"
"21","KLF9"
"22","LAMC1"
"23","LSR"
"24","NMRK1"
"25","OLFML2A"
"26","OSTF1"
"27","SLC3A2"
"28","SOWAHA"
"29","TFRC"
"30","TPCN2"
