"","c1_HuAgeGBsplitRnaseq_223....PGBObyQGBO__"
"1","AC007952.4"
"2","AC008771.1"
"3","AL159169.2"
"4","AL160175.1"
"5","AL161909.1"
"6","ERBIN"
"7","FP236383.1"
"8","GTF2H2C"
"9","HNRNPA3P12"
"10","MYC"
"11","MYL12BP1"
"12","NDUFV2P1"
"13","NES"
"14","PIDD1"
"15","RNU4-2"
"16","RPS20P14"
"17","RPSAP8"
"18","SELENOTP1"
"19","SNORD3A"
"20","SNORD3B-1"
"21","U73166.1"
"22","WDR73"
