"","c1_HuAgeGBsplitRnaseq_356....NPCbyNSC__"
"1","ABCC10"
"2","ATG16L2"
"3","BRD2"
"4","DDAH2"
"5","DNAJC12"
"6","FBXO9"
"7","FLOT1"
"8","GTPBP2"
"9","LRRC73"
"10","PGBD1"
"11","PHF1"
"12","PPP1R11"
"13","RNF5"
"14","SYNGAP1"
"15","TNFAIP6"
"16","TPMT"
"17","WDR54"
"18","WRNIP1"
"19","ZKSCAN4"
"20","ZNF76"
