"","c1_HuAgeGBsplitRnaseq_528....PSVZbyQSVZ__"
"1","ADGB"
"2","ALG14"
"3","ARPC3"
"4","BCHE"
"5","C16orf96"
"6","FAM167A"
"7","FAM174B"
"8","GLCCI1"
"9","HMGCL"
"10","LRRC10B"
"11","MGARP"
"12","MTERF1"
"13","NAALADL2"
"14","PCBP3"
"15","PDPR"
"16","UFC1"
"17","WDPCP"
"18","WWTR1"
"19","YTHDF2"
"20","ZNF428"
