"","c1_HuAgeGBsplitRnaseq_228....QGBObyPGBO__"
"1","AC092354.1"
"2","AC092354.2"
"3","AC108693.2"
"4","AC123595.1"
"5","C2CD4D"
"6","CCDC112"
"7","CYFIP2"
"8","DNAJC18"
"9","GEMIN5"
"10","HARS"
"11","ISOC1"
"12","LINC01963"
"13","MRPL22"
"14","PRKAR2B"
"15","PROB1"
"16","SPATA24"
"17","STK32A"
"18","TCOF1"
"19","TIGD6"
"20","ZCCHC10"
