"","c1_HuAgeGBsplitRnaseq_42....QGBObyPGBO__"
"1","AC004130.1"
"2","AC004947.1"
"3","AC011912.1"
"4","AC012441.2"
"5","AC018648.1"
"6","AC079089.2"
"7","BOLA2P3"
"8","C7orf50"
"9","CACNG4"
"10","EIF3B"
"11","FAM221A"
"12","GGCT"
"13","IGFBP6"
"14","LINC00997"
"15","MAD1L1"
"16","NDUFA4"
"17","NUDT1"
"18","PHF14"
"19","PPIA"
"20","PRKAR1B"
"21","SLC29A4"
"22","SLCO5A1"
"23","SNHG15"
"24","TMEM35A"
"25","TOMM7"
