"","c1_HuAgeGBsplitRnaseq_1513....QGBObyPGBO__"
"1","AC026585.1"
"2","AP001542.3"
"3","CBLN1"
"4","CCDC88B"
"5","CCNJL"
"6","EPB41"
"7","EXPH5"
"8","GALNT12"
"9","HOMER3"
"10","LINC01012"
"11","MAP3K21"
"12","MYO5C"
"13","NHSL2"
"14","P2RX4"
"15","PCSK9"
"16","POLB"
"17","PPARGC1B"
"18","PRKCZ"
"19","RTN4R"
"20","TRBV20OR9-2"
"21","TRIM72"
"22","TRMT9B"
"23","Z95624.1"
