"","c1_HuAgeGBsplitRnaseq_776....QNPbyTAP__"
"1","AGPAT2"
"2","AIP"
"3","EIF1"
"4","FBL"
"5","HINT1"
"6","HYAL3"
"7","NOP53"
"8","PIDD1"
"9","RAB34"
"10","RPL19"
"11","RPL23"
"12","RPL27"
"13","RPL36"
"14","RPS12"
"15","RPS16"
"16","RPS19"
"17","RPS5"
"18","SEC11A"
"19","TCF7"
"20","UBXN1"
"21","WDR73"
