"","c1_HuAgeGBsplitRnaseq_306....QGBObyPGBO__"
"1","AC004383.1"
"2","AC005479.1"
"3","AC005479.2"
"4","AC012603.1"
"5","AC234782.5"
"6","AL138831.3"
"7","ALKBH5"
"8","CCDC88A"
"9","DPY30"
"10","ELAC2"
"11","IDH1"
"12","MAN2A1"
"13","MED28P3"
"14","MORN2"
"15","PEMT"
"16","PRKXP1"
"17","PRPSAP2"
"18","RNU6-322P"
"19","RNU6-510P"
"20","TMEM11"
"21","TRIM16"
"22","YDJC"
"23","ZNF18"
