"","c1_HuAgeGBsplitRnaseq_75....QGBObyPGBO__"
"1","AC024940.6"
"2","AC098828.2"
"3","AC118658.1"
"4","AC130710.1"
"5","AC131235.1"
"6","AC138965.3"
"7","ARRDC4"
"8","C14orf39"
"9","FAM60CP"
"10","FGFR4"
"11","FO538757.1"
"12","GACAT3"
"13","GAPDHP1"
"14","KRT18P34"
"15","MYCN"
"16","MYCNOS"
"17","RDH14"
"18","RPLP0P1"
"19","RPS19P1"
"20","RPS3"
"21","TMEM120B"
