"","c1_HuAgeGBsplitRnaseq_332....NSCbyNPC__"
"1","AAGAB"
"2","AKAP13"
"3","ANP32A"
"4","BNIP2"
"5","C15orf39"
"6","CHD2"
"7","CSK"
"8","CTDSP1"
"9","DET1"
"10","DIS3L"
"11","FAM219B"
"12","IQGAP1"
"13","JAG1"
"14","MAN2A2"
"15","MAN2C1"
"16","MEGF11"
"17","MPI"
"18","MYO10"
"19","PARP16"
"20","PEAK1"
"21","PIAS1"
"22","POLG"
"23","RHOG"
"24","RNF111"
"25","SCAMP2"
"26","SIN3A"
"27","SNRPA1"
"28","TIPIN"
"29","TLN2"
"30","ZFP36L2"
"31","ZNF592"
