"","c1_HuAgeGBsplitRnaseq_155....QGBCbyPGBC__"
"1","AC005332.1"
"2","AC005332.5"
"3","AC009963.2"
"4","AC015813.4"
"5","AC015909.5"
"6","AC025048.2"
"7","AC090618.1"
"8","AL390729.2"
"9","ARHGAP27P1-BPTFP1-KPNA2P3"
"10","CEP95"
"11","EPX"
"12","GDPD1"
"13","NXPH3"
"14","POLG2"
"15","QRICH2"
"16","SSSCA1-AS1"
"17","TNRC6C"
"18","YPEL2"
"19","ZNF493"
