"","c1_HuAgeGBsplitRnaseq_8....NSCbyNPC__"
"1","CENPQ"
"2","CHAMP1"
"3","CIT"
"4","DENND2C"
"5","DPP7"
"6","ELF4"
"7","FAM83D"
"8","FAT1"
"9","IRS2"
"10","KCNK10"
"11","LIG4"
"12","MAPKAPK2"
"13","PBDC1"
"14","PIP4K2A"
"15","PPP1R17"
"16","PRIM2"
"17","RAB20"
"18","RASA3"
"19","RUNX1"
"20","SLC10A6"
"21","SLC9A1"
"22","SPRR4"
"23","STAG2"
"24","SYNE2"
"25","TAF1L"
"26","TFDP1"
"27","TMEM86A"
"28","TMTC4"
"29","TUBGCP3"
"30","USP40"
"31","XKR5"
"32","XRCC3"
