"","c1_HuAgeGBsplitRnaseq_553....QGBCbyPGBC__"
"1","AC090643.1"
"2","AC093162.2"
"3","AC126614.1"
"4","AHCYL2"
"5","ARHGEF25"
"6","CHAC1"
"7","CPED1"
"8","DTX3"
"9","HRK"
"10","IL23A"
"11","KIF5A"
"12","MAP3K12"
"13","MARS"
"14","MIOX"
"15","NDUFA4L2"
"16","NXPH4"
"17","R3HDM2"
"18","RARG"
"19","SHMT2"
"20","STAC3"
"21","TMEM38A"
"22","WNT16"
