"","c1_HuAgeGBsplitRnaseq_68....NSCbyNPC__"
"1","ABCF1"
"2","ARRB2"
"3","BTBD9"
"4","BYSL"
"5","DHX16"
"6","GNL1"
"7","GPANK1"
"8","HTRA2"
"9","KCTD20"
"10","LSM2"
"11","MAPK14"
"12","MDC1"
"13","NELFE"
"14","NFYA"
"15","NUP153"
"16","PPARD"
"17","PPIL1"
"18","RXRB"
"19","SLC29A1"
"20","TMEM170B"
"21","TRIM26"
"22","VARS"
"23","VPS52"
"24","WDR46"
"25","ZKSCAN8"
