"","c1_HuAgeGBsplitRnaseq_518....QGBCbyPGBC__"
"1","AC021755.3"
"2","AK4P3"
"3","ATP12A"
"4","C1QTNF12"
"5","CCDC27"
"6","CILP2"
"7","CNKSR3"
"8","COL11A2"
"9","COX7A1"
"10","EIF4BP7"
"11","FOXA3"
"12","FOXI3"
"13","NPPC"
"14","P3H2"
"15","PAX9"
"16","POLR2LP1"
"17","RNU6-705P"
"18","SEC14L3"
"19","SRRM2-AS1"
"20","TSPAN7"
