"","c1_HuAgeGBsplitRnaseq_254....NPCbyNSC__"
"1","AP5S1"
"2","ATRN"
"3","BMT2"
"4","C20orf194"
"5","CDK5RAP1"
"6","CDS2"
"7","DDRGK1"
"8","DNMT3B"
"9","DSTN"
"10","DTD1"
"11","DYNLRB1"
"12","HM13"
"13","IDH3B"
"14","KBTBD3"
"15","LMF1"
"16","LZTS3"
"17","MRPS26"
"18","NDUFAF5"
"19","NFS1"
"20","NOG"
"21","PANK2"
"22","PFDN4"
"23","PTPRA"
"24","PYGB"
"25","RBBP9"
"26","RNF24"
"27","SDCBP2"
"28","SMOX"
"29","SNPH"
"30","SPARCL1"
"31","TBX6"
"32","TMX4"
"33","TRMT6"
"34","UQCC1"
"35","ZCCHC3"
