"","c1_HuAgeGBsplitRnaseq_1177....QGBObyPGBO__"
"1","AC004069.1"
"2","AC005736.1"
"3","AC090241.3"
"4","AC108860.2"
"5","AF111169.2"
"6","AL031773.1"
"7","AL035414.1"
"8","CCDC88C"
"9","CES3"
"10","FUT9"
"11","GAS2"
"12","LBX1"
"13","LBX1-AS1"
"14","LINC01018"
"15","LINC01058"
"16","LINC01659"
"17","OR7E94P"
"18","PLXDC2"
"19","RIPPLY3"
"20","RPL12P35"
"21","RPL13AP20"
"22","RPS27P16"
"23","SP9"
"24","TPT1P9"
"25","TRERF1"
"26","U95743.1"
