"","c1_HuAgeGBsplitRnaseq_223....QNPbyTAP__"
"1","AGPAT2"
"2","AIP"
"3","CNNM1"
"4","EIF1"
"5","ERBB2"
"6","FBL"
"7","HINT1"
"8","HYAL3"
"9","KIF3A"
"10","MFSD6"
"11","MID2"
"12","MOCS2"
"13","MSN"
"14","NOP53"
"15","PCGF2"
"16","PIDD1"
"17","RAB34"
"18","RACK1"
"19","ROMO1"
"20","RPL19"
"21","RPL23"
"22","RPL27"
"23","RPL30"
"24","RPL36"
"25","RPS12"
"26","RPS16"
"27","RPS19"
"28","RPS5"
"29","SEC11A"
"30","SEMA5B"
"31","TCF7"
"32","THG1L"
"33","UBALD2"
"34","UBXN1"
"35","WDR73"
