"","c1_HuAgeGBsplitRnaseq_14....PGBObyQGBO__"
"1","AC008507.1"
"2","AC010615.1"
"3","AC023141.2"
"4","AC060834.1"
"5","AC106785.2"
"6","AC123912.1"
"7","AC136475.9"
"8","AL158151.4"
"9","AL590617.2"
"10","FNDC4"
"11","PGGHG"
"12","PPM1J"
"13","RPL34P34"
"14","SPATA20"
"15","TAF9P3"
"16","TMEM9B-AS1"
"17","TP53TG3HP"
"18","TRIM60P17"
"19","VN1R83P"
"20","VN1R87P"
"21","ZNF439"
"22","ZNF441"
