"","c1_HuAgeGBsplitRnaseq_46....QGBObyPGBO__"
"1","AC006033.1"
"2","AC010326.1"
"3","AC010327.5"
"4","AC012313.4"
"5","AC012313.8"
"6","AC018755.3"
"7","AC022432.1"
"8","GRIN2D"
"9","HSPBP1"
"10","ISOC2"
"11","LENG1"
"12","RNU6-307P"
"13","RPS15AP36"
"14","SLC27A5"
"15","TMEM86B"
"16","TSEN34"
"17","UBE2M"
"18","ZNF835"
