"","c1_HuAgeGBsplitRnaseq_106....NPCbyNSC__"
"1","ARHGAP29"
"2","C1QTNF12"
"3","CNRIP1"
"4","COX7A1"
"5","DAGLA"
"6","DCAF6"
"7","DOCK10"
"8","FMO1"
"9","FZD8"
"10","GLUD2"
"11","LGALSL"
"12","LIMCH1"
"13","MAP4K2"
"14","MPC2"
"15","MPZL1"
"16","NPPC"
"17","PLAGL1"
"18","PREX2"
"19","SERINC2"
"20","SERTAD4"
"21","SOX7"
"22","THBS4"
"23","TSPAN7"
"24","WLS"
