"","c1_HuAgeGBsplitRnaseq_34....PGBObyQGBO__"
"1","ABCA1"
"2","ADRB2"
"3","AP001107.5"
"4","AP006547.1"
"5","APOE"
"6","C21orf58"
"7","CSRNP1"
"8","DUSP5"
"9","EGR2"
"10","EGR3"
"11","F3"
"12","IER3"
"13","IFNGR2"
"14","IRAK2"
"15","KLF4"
"16","LINC01424"
"17","LINC01547"
"18","NPAS2"
"19","PLXNA1"
"20","SGK1"
"21","ZFP36"
