"","c1_HuAgeGBsplitRnaseq_597....QSVZbyPSVZ__"
"1","DLC1"
"2","ELOVL2"
"3","EVA1A"
"4","FGF1"
"5","FGFR3"
"6","GJB6"
"7","GRIA3"
"8","HSPA2"
"9","KLHDC7A"
"10","LGR6"
"11","LYPD1"
"12","NOL4L"
"13","NXN"
"14","PSD2"
"15","RBM20"
"16","RBPMS"
"17","RNF149"
"18","SLC13A5"
"19","SLC7A10"
"20","SPOCK1"
