"","c1_HuAgeGBsplitRnaseq_675....QGBCbyPGBC__"
"1","AC009779.1"
"2","AC012462.3"
"3","AC013244.1"
"4","AC024257.3"
"5","AC026803.2"
"6","AC068888.1"
"7","AC100803.1"
"8","AC129492.4"
"9","AL078601.2"
"10","AL117328.2"
"11","AL121761.2"
"12","AL121987.1"
"13","AL139246.3"
"14","AL358933.1"
"15","AP003465.1"
"16","AP003733.4"
"17","APOF"
"18","C11orf71"
"19","HCG4B"
"20","LENEP"
"21","LINC01089"
"22","OR10AD1"
"23","PPP1R27"
