"","c1_HuAgeGBsplitRnaseq_31....PGBObyQGBO__"
"1","AC008443.4"
"2","ACRV1"
"3","ADAM11"
"4","AL049612.1"
"5","AL365203.2"
"6","AL391811.1"
"7","CHGB"
"8","CNIH3"
"9","EEF1A2"
"10","FREM2"
"11","GPR68"
"12","HSPB3"
"13","IL31RA"
"14","LZTS1"
"15","NPTX1"
"16","NPTX2"
"17","NRIP3"
"18","PLK2"
"19","RAB40A"
"20","RN7SL471P"
"21","SH3PXD2A"
"22","SLC20A1"
"23","SOD3"
"24","STEAP3"
"25","SYNGR3"
"26","TUBA4A"
