"","c1_HuAgeGBsplitRnaseq_33....NPCbyNSC__"
"1","AKR7L"
"2","ANKRD29"
"3","APOBR"
"4","B3GNT7"
"5","BIN1"
"6","BIRC7"
"7","CAMK2N1"
"8","CAPG"
"9","CXCL12"
"10","DIRAS1"
"11","ELL2"
"12","FSCN1"
"13","GALE"
"14","GRASP"
"15","KLHDC8B"
"16","LRRC39"
"17","MUL1"
"18","PLA2G7"
"19","PLAUR"
"20","RASL11A"
"21","SLC1A5"
"22","SMPDL3A"
"23","SPP1"
"24","VMO1"
"25","WIPF3"
