"","c1_HuAgeGBsplitRnaseq_292....PGBObyQGBO__"
"1","AC099669.1"
"2","AC099778.1"
"3","AC104447.1"
"4","AC112503.2"
"5","AC135506.1"
"6","AC141002.1"
"7","AC233992.3"
"8","ARIH2OS"
"9","ATXN7"
"10","CELSR3-AS1"
"11","CHDH"
"12","COL7A1"
"13","FAM208A"
"14","IL17RB"
"15","IL17RD"
"16","ITGA3"
"17","LAMB2"
"18","PHF7"
"19","PSMD6-AS2"
"20","RBM5"
"21","RNVU1-7"
"22","SAMD14"
"23","SLC26A6"
"24","ZNF852"
"25","ZSCAN12P1"
