"","c1_HuAgeGBsplitRnaseq_155....NPCbyNSC__"
"1","ABCA5"
"2","AKAP1"
"3","CASKIN2"
"4","CEP95"
"5","CUEDC1"
"6","CYB561"
"7","DDX5"
"8","DGKE"
"9","EPX"
"10","FKBP1B"
"11","GDPD1"
"12","GPR37L1"
"13","HEXIM2"
"14","LY6G5C"
"15","MED13"
"16","MRPL27"
"17","MRPS23"
"18","NPEPPS"
"19","NT5C"
"20","NXPH3"
"21","POLG2"
"22","PPM1D"
"23","SMARCD2"
"24","SPAG9"
"25","TMEM100"
"26","TNRC6C"
"27","TSEN54"
"28","USP6"
"29","VMP1"
"30","YPEL2"
