"","c1_HuAgeGBsplitRnaseq_411....NPCbyNSC__"
"1","ALDH3A2"
"2","ANKRD66"
"3","ARAP2"
"4","C22orf15"
"5","C9orf24"
"6","CCDC153"
"7","CCDC17"
"8","CCDC190"
"9","CYP11A1"
"10","FAM166B"
"11","FSTL1"
"12","GSTM2"
"13","IRS1"
"14","KLHL10"
"15","NUDT18"
"16","PER2"
"17","PPP1R32"
"18","SLC23A1"
"19","SNTN"
"20","TMEM17"
