"","c1_HuAgeGBsplitRnaseq_329....PGBObyQGBO__"
"1","AC005076.1"
"2","AC078842.1"
"3","AC093458.1"
"4","DGKI"
"5","EFCAB14"
"6","EIF4E3"
"7","LINC01004"
"8","LSMEM1"
"9","LTB4R"
"10","MBLAC1"
"11","NAT16"
"12","PAXIP1-AS2"
"13","PSMC2"
"14","PTN"
"15","SCG2"
"16","TAS1R3"
"17","TCAF1P1"
"18","TMEM225B"
"19","TRIP6"
"20","VGF"
"21","WEE2-AS1"
"22","ZNF425"
