"","c1_HuAgeGBsplitRnaseq_48....NSCbyNPC__"
"1","ACTN4"
"2","BLVRB"
"3","C19orf47"
"4","C19orf54"
"5","CCNE1"
"6","CEBPG"
"7","CEP89"
"8","EID2"
"9","FAAP24"
"10","HNRNPL"
"11","HNRNPUL1"
"12","KLF10"
"13","LSM14A"
"14","MAP4K1"
"15","MIR23A"
"16","MIR27A"
"17","NFKBIB"
"18","PAF1"
"19","PEPD"
"20","PLD3"
"21","PROSER3"
"22","SDHAF1"
"23","SERTAD1"
"24","SHKBP1"
"25","SOX8"
"26","SUPT5H"
"27","TRIB1"
"28","UBA2"
"29","WDR62"
"30","ZNF850"
