"","c1_HuAgeGBsplitRnaseq_22....PGBCbyQGBC__"
"1","AATF"
"2","ABCB10"
"3","ABL2"
"4","AC009948.1"
"5","AC015813.5"
"6","AC015813.6"
"7","AC015912.3"
"8","AC022034.2"
"9","AC024884.1"
"10","AC024884.2"
"11","AC040170.1"
"12","AC046185.2"
"13","AC092685.1"
"14","AC097358.2"
"15","AC100814.1"
"16","AC103746.1"
"17","AC124016.2"
"18","AC125257.1"
"19","AC131902.1"
"20","AC131902.2"
"21","AC131902.3"
"22","ACACA"
"23","ACBD3"
"24","ACCS"
"25","ACLY"
"26","ADM2"
"27","AGO1"
"28","AHCTF1"
"29","AIDA"
"30","AL022324.3"
"31","AL035413.1"
"32","AL133215.2"
"33","AL390728.3"
"34","AL670729.1"
"35","ALYREF"
"36","AMOTL1"
"37","ANKRD52"
"38","ANP32E"
"39","APPBP2"
"40","AR"
"41","ARHGAP23"
"42","ARL5A"
"43","ARV1"
"44","ASB16-AS1"
"45","ATL3"
"46","B4GALNT1"
"47","BLMH"
"48","BPNT1"
"49","BRCA1"
"50","BRI3BP"
"51","BRIP1"
"52","BROX"
"53","BZW1"
"54","C17orf80"
"55","C1orf131"
"56","C1orf35"
"57","C1orf74"
"58","C1QL1"
"59","C1QTNF1"
"60","C2orf27A"
"61","C3orf70"
"62","CACYBP"
"63","CANT1"
"64","CBX4"
"65","CBX8"
"66","CCDC137"
"67","CCDC47"
"68","CCNT1"
"69","CD82"
"70","CDC27"
"71","CDC73"
"72","CDK12"
"73","CENPX"
"74","CEP131"
"75","CHMP6"
"76","CISD3"
"77","CLTC"
"78","CNIH4"
"79","CNST"
"80","COA3"
"81","COA6"
"82","COG2"
"83","COIL"
"84","COPRS"
"85","COPZ2"
"86","COQ10A"
"87","COQ10B"
"88","COX11"
"89","CPD"
"90","CREB3L1"
"91","CUEDC1"
"92","CYB561"
"93","DCXR"
"94","DDIT3"
"95","DDOST"
"96","DDX23"
"97","DDX42"
"98","DDX52"
"99","DEDD"
"100","DEGS1"
"101","DESI2"
"102","DGKE"
"103","DHRS11"
"104","DHRS13"
"105","DHX8"
"106","DNAJC14"
"107","DNAJC7"
"108","DUS1L"
"109","DUSP11"
"110","DUSP14"
"111","DYNLL2"
"112","EDEM3"
"113","EFTUD2"
"114","EGLN1"
