"","c1_HuAgeGBsplitRnaseq_295....NSCbyNPC__"
"1","BAZ1A"
"2","C14orf93"
"3","CHD8"
"4","DOK1"
"5","G2E3"
"6","HEATR5A"
"7","L2HGDH"
"8","LRR1"
"9","MIS18BP1"
"10","NASP"
"11","NIN"
"12","NOP9"
"13","OSGEP"
"14","PARP2"
"15","PNP"
"16","RNF31"
"17","SNX6"
"18","SUPT16H"
"19","TEP1"
"20","TOX4"
"21","ZNF219"
