"","c1_HuAgeGBsplitRnaseq_51....NSCbyNPC__"
"1","ACAD9"
"2","ADSS"
"3","ANXA6"
"4","ARMC8"
"5","ATR"
"6","BNIP1"
"7","CLINT1"
"8","DDX41"
"9","EEFSEC"
"10","GNPDA1"
"11","GRK6"
"12","HLTF"
"13","HNRNPA3"
"14","HPS3"
"15","KIF1C"
"16","KPNA1"
"17","LMAN2"
"18","LMNB1"
"19","MGAT1"
"20","NEURL1B"
"21","NHP2"
"22","NPC2"
"23","NR3C1"
"24","NSUN3"
"25","RNF130"
"26","RNF145"
"27","STAG1"
"28","STK10"
"29","TBC1D9B"
"30","TNIP1"
"31","TRIM41"
"32","ZNF354A"
