"","c1_HuAgeGBsplitRnaseq_71....PGBObyQGBO__"
"1","AC010203.2"
"2","AC073611.1"
"3","AC108667.1"
"4","ACHE"
"5","AL162497.1"
"6","AL391646.1"
"7","ANKRD10"
"8","AP000866.2"
"9","ATP5PBP5"
"10","FAM105A"
"11","HIST1H4D"
"12","IRS2"
"13","KCNC4-AS1"
"14","LINC00565"
"15","MEIS1-AS3"
"16","MRC2"
"17","MYO15B"
"18","PPIAP54"
"19","SH3RF3-AS1"
"20","SLC12A5-AS1"
"21","TXNP4"
