"","c1_HuAgeGBsplitRnaseq_179....QGBCbyPGBC__"
"1","AC008105.2"
"2","AC012558.1"
"3","AC016831.6"
"4","AC024361.3"
"5","AC254633.1"
"6","AL109976.1"
"7","AXIN2"
"8","BCAM"
"9","CACNA1G-AS1"
"10","CDH12P2"
"11","COL26A1"
"12","FAR2P1"
"13","IGKV1OR-2"
"14","LYST"
"15","RN7SL73P"
"16","RNU6-144P"
"17","RPS20P35"
"18","SHROOM3"
