"","c1_HuAgeGBsplitRnaseq_398....QGBObyPGBO__"
"1","AC010271.2"
"2","AC012640.5"
"3","AC021072.1"
"4","AC112715.1"
"5","AL079352.1"
"6","AL109615.3"
"7","AL135924.2"
"8","AL161431.1"
"9","AL161932.2"
"10","ANP32BP1"
"11","ASRGL1"
"12","ATP5MC2P4"
"13","C4BPB"
"14","CEACAMP7"
"15","HNRNPA1P27"
"16","LINC00323"
"17","LINC00942"
"18","RPL24P7"
"19","SMIM10"
"20","SMIM11P1"
"21","SOX5P1"
