"","c1_HuAgeGBsplitRnaseq_25....QNPbyTAP__"
"1","AP5B1"
"2","CD200"
"3","CEND1"
"4","CKB"
"5","COL12A1"
"6","DCTN6"
"7","ERN1"
"8","ESRRA"
"9","FGFR3"
"10","FURIN"
"11","GRAMD1C"
"12","GRIA3"
"13","KCNE2"
"14","KPNA4"
"15","LGI4"
"16","MAP1B"
"17","MAPT"
"18","NXN"
"19","PHYHD1"
"20","POLR3D"
"21","PPP1R1B"
"22","RFFL"
"23","SARAF"
"24","SDC3"
"25","SEMA3A"
"26","SERPINE2"
"27","SMIM19"
"28","TEX2"
"29","TLE3"
"30","TM2D2"
"31","TSPYL2"
"32","ZNF536"
