"","c1_HuAgeGBsplitRnaseq_372....QGBObyPGBO__"
"1","AC009220.1"
"2","AC017079.1"
"3","AC087072.2"
"4","AC119751.2"
"5","AC127537.1"
"6","AL031864.2"
"7","AL356379.1"
"8","AL512378.1"
"9","AL627223.1"
"10","AL683813.2"
"11","HNRNPA1P41"
"12","MIR8070"
"13","MTATP6P20"
"14","MTCO3P17"
"15","RN7SKP246"
"16","RN7SL753P"
"17","RPL35P1"
"18","RPSAP49"
